web-scraper-order,web-scraper-start-url,cookies,cookies-href,brownies,brownies-href,recipe_link,recipe_link-href,ingredients,prep_time,cook_time,total_time,instructions,nutrition_facts,name,ratings,reviews,choco,choco-href
"1519428275-15439","http://allrecipes.com/recipes/79/desserts/","Cookies","http://allrecipes.com/recipes/362/desserts/cookies/?internalSource=hub%20nav&referringId=79&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202","Brownies","http://allrecipes.com/recipes/838/desserts/cookies/brownies/?internalSource=hub%20nav&referringId=362&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202","","http://allrecipes.com/recipe/16048/chocolate-caramel-brownies/?internalSource=hub%20recipe&referringId=1562&referringContentType=recipe%20hub","1/2 cup evaporated milk","15 m","30 m","45 m","","","Chocolate Caramel Brownies","","321","Chocolate Brownies","http://allrecipes.com/recipes/1562/desserts/cookies/brownies/chocolate-brownies/?internalSource=hub%20nav&referringId=838&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202"
"1519428326-15895","http://allrecipes.com/recipes/79/desserts/","Cookies","http://allrecipes.com/recipes/362/desserts/cookies/?internalSource=hub%20nav&referringId=79&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202","Brownies","http://allrecipes.com/recipes/838/desserts/cookies/brownies/?internalSource=hub%20nav&referringId=362&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202","","http://allrecipes.com/recipe/19877/fancy-brownies/?internalSource=staff%20pick&referringId=1562&referringContentType=recipe%20hub","1 cup toffee baking bits","15 m","30 m","45 m","","","Fancy Brownies","","66","Chocolate Brownies","http://allrecipes.com/recipes/1562/desserts/cookies/brownies/chocolate-brownies/?internalSource=hub%20nav&referringId=838&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202"
"1519428285-15533","http://allrecipes.com/recipes/79/desserts/","Cookies","http://allrecipes.com/recipes/362/desserts/cookies/?internalSource=hub%20nav&referringId=79&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202","Brownies","http://allrecipes.com/recipes/838/desserts/cookies/brownies/?internalSource=hub%20nav&referringId=362&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202","","http://allrecipes.com/recipe/15424/cheesecake-topped-brownies/?internalSource=hub%20recipe&referringId=1562&referringContentType=recipe%20hub","","20 m","45 m","1 h 5 m","","","Cheesecake Topped Brownies","38","423","Chocolate Brownies","http://allrecipes.com/recipes/1562/desserts/cookies/brownies/chocolate-brownies/?internalSource=hub%20nav&referringId=838&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202"
"1519428333-15946","http://allrecipes.com/recipes/79/desserts/","Cookies","http://allrecipes.com/recipes/362/desserts/cookies/?internalSource=hub%20nav&referringId=79&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202","Brownies","http://allrecipes.com/recipes/838/desserts/cookies/brownies/?internalSource=hub%20nav&referringId=362&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202","","http://allrecipes.com/recipe/9599/quick-and-easy-brownies/?internalSource=rotd&referringId=1562&referringContentType=recipe%20hub","4 eggs","null","null","null","","","Quick and Easy Brownies","","1609","Chocolate Brownies","http://allrecipes.com/recipes/1562/desserts/cookies/brownies/chocolate-brownies/?internalSource=hub%20nav&referringId=838&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202"
"1519428295-15614","http://allrecipes.com/recipes/79/desserts/","Cookies","http://allrecipes.com/recipes/362/desserts/cookies/?internalSource=hub%20nav&referringId=79&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202","Brownies","http://allrecipes.com/recipes/838/desserts/cookies/brownies/?internalSource=hub%20nav&referringId=362&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202","","http://allrecipes.com/recipe/161701/black-bean-brownies/?internalSource=hub%20recipe&referringId=1562&referringContentType=recipe%20hub","null","10 m","30 m","40 m","","","Black Bean Brownies","","812","Chocolate Brownies","http://allrecipes.com/recipes/1562/desserts/cookies/brownies/chocolate-brownies/?internalSource=hub%20nav&referringId=838&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202"
"1519428295-15617","http://allrecipes.com/recipes/79/desserts/","Cookies","http://allrecipes.com/recipes/362/desserts/cookies/?internalSource=hub%20nav&referringId=79&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202","Brownies","http://allrecipes.com/recipes/838/desserts/cookies/brownies/?internalSource=hub%20nav&referringId=362&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202","","http://allrecipes.com/recipe/161701/black-bean-brownies/?internalSource=hub%20recipe&referringId=1562&referringContentType=recipe%20hub","","10 m","30 m","40 m","Bake in the preheated oven until the top is dry and the edges start to pull away from the sides of the pan, about 30 minutes.","","Black Bean Brownies","","812","Chocolate Brownies","http://allrecipes.com/recipes/1562/desserts/cookies/brownies/chocolate-brownies/?internalSource=hub%20nav&referringId=838&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202"
"1519428306-15699","http://allrecipes.com/recipes/79/desserts/","Cookies","http://allrecipes.com/recipes/362/desserts/cookies/?internalSource=hub%20nav&referringId=79&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202","Brownies","http://allrecipes.com/recipes/838/desserts/cookies/brownies/?internalSource=hub%20nav&referringId=362&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202","","http://allrecipes.com/recipe/25080/mmmmm-brownies/?internalSource=hub%20recipe&referringId=1562&referringContentType=recipe%20hub","1/4 teaspoon baking soda","25 m","25 m","1 h","","Per Serving: 
            141 calories;
                    6.8 g fat;
                    20.2 g carbohydrates;
                    2 g protein;
                    27 mg cholesterol;
                    113 mg sodium.
        Powered by the ESHA Research Database © 2018, ESHA Research, Inc. All Rights Reserved","MMMMM... Brownies","","2172","Chocolate Brownies","http://allrecipes.com/recipes/1562/desserts/cookies/brownies/chocolate-brownies/?internalSource=hub%20nav&referringId=838&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202"
"1519428308-15713","http://allrecipes.com/recipes/79/desserts/","Cookies","http://allrecipes.com/recipes/362/desserts/cookies/?internalSource=hub%20nav&referringId=79&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202","Brownies","http://allrecipes.com/recipes/838/desserts/cookies/brownies/?internalSource=hub%20nav&referringId=362&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202","","http://allrecipes.com/recipe/25112/zucchini-brownies/?internalSource=hub%20recipe&referringId=1562&referringContentType=recipe%20hub","2 cups all-purpose flour","15 m","30 m","45 m","","","Zucchini Brownies","","2847","Chocolate Brownies","http://allrecipes.com/recipes/1562/desserts/cookies/brownies/chocolate-brownies/?internalSource=hub%20nav&referringId=838&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202"
"1519428287-15544","http://allrecipes.com/recipes/79/desserts/","Cookies","http://allrecipes.com/recipes/362/desserts/cookies/?internalSource=hub%20nav&referringId=79&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202","Brownies","http://allrecipes.com/recipes/838/desserts/cookies/brownies/?internalSource=hub%20nav&referringId=362&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202","","http://allrecipes.com/recipe/25010/absolutely-best-brownies/?internalSource=hub%20recipe&referringId=1562&referringContentType=recipe%20hub","null","5 m","25 m","30 m","","Per Serving: 
            201 calories;
                    12.1 g fat;
                    22.6 g carbohydrates;
                    2.9 g protein;
                    51 mg cholesterol;
                    181 mg sodium.
        Powered by the ESHA Research Database © 2018, ESHA Research, Inc. All Rights Reserved","Absolutely Best Brownies","","549","Chocolate Brownies","http://allrecipes.com/recipes/1562/desserts/cookies/brownies/chocolate-brownies/?internalSource=hub%20nav&referringId=838&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202"
"1519428300-15649","http://allrecipes.com/recipes/79/desserts/","Cookies","http://allrecipes.com/recipes/362/desserts/cookies/?internalSource=hub%20nav&referringId=79&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202","Brownies","http://allrecipes.com/recipes/838/desserts/cookies/brownies/?internalSource=hub%20nav&referringId=362&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202","","http://allrecipes.com/recipe/68436/vegan-brownies/?internalSource=hub%20recipe&referringId=1562&referringContentType=recipe%20hub","","15 m","25 m","50 m","Preheat the oven to 350 degrees F (175 degrees C).","","Vegan Brownies","","1012","Chocolate Brownies","http://allrecipes.com/recipes/1562/desserts/cookies/brownies/chocolate-brownies/?internalSource=hub%20nav&referringId=838&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202"
"1519428331-15929","http://allrecipes.com/recipes/79/desserts/","Cookies","http://allrecipes.com/recipes/362/desserts/cookies/?internalSource=hub%20nav&referringId=79&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202","Brownies","http://allrecipes.com/recipes/838/desserts/cookies/brownies/?internalSource=hub%20nav&referringId=362&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202","","http://allrecipes.com/recipe/10433/blonde-brownies-iii/?internalSource=staff%20pick&referringId=1562&referringContentType=recipe%20hub","2 1/2 cups packed brown sugar","15 m","30 m","45 m","","Per Serving: 
            172 calories;
                    7.4 g fat;
                    25.6 g carbohydrates;
                    2.2 g protein;
                    25 mg cholesterol;
                    101 mg sodium.
        Powered by the ESHA Research Database © 2018, ESHA Research, Inc. All Rights Reserved","Blonde Brownies III","","125","Chocolate Brownies","http://allrecipes.com/recipes/1562/desserts/cookies/brownies/chocolate-brownies/?internalSource=hub%20nav&referringId=838&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202"
"1519428293-15595","http://allrecipes.com/recipes/79/desserts/","Cookies","http://allrecipes.com/recipes/362/desserts/cookies/?internalSource=hub%20nav&referringId=79&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202","Brownies","http://allrecipes.com/recipes/838/desserts/cookies/brownies/?internalSource=hub%20nav&referringId=362&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202","","http://allrecipes.com/recipe/16607/cheesecake-brownies/?internalSource=hub%20recipe&referringId=1562&referringContentType=recipe%20hub","1/3 cup white sugar","15 m","20 m","45 m","","","Cheesecake Brownies","","710","Chocolate Brownies","http://allrecipes.com/recipes/1562/desserts/cookies/brownies/chocolate-brownies/?internalSource=hub%20nav&referringId=838&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202"
"1519428313-15762","http://allrecipes.com/recipes/79/desserts/","Cookies","http://allrecipes.com/recipes/362/desserts/cookies/?internalSource=hub%20nav&referringId=79&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202","Brownies","http://allrecipes.com/recipes/838/desserts/cookies/brownies/?internalSource=hub%20nav&referringId=362&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202","","http://allrecipes.com/recipe/10549/best-brownies/?internalSource=hub%20recipe&referringId=1562&referringContentType=recipe%20hub","1 tablespoon honey","25 m","35 m","1 h","","Per Serving: 
            183 calories;
                    9 g fat;
                    25.7 g carbohydrates;
                    1.8 g protein;
                    44 mg cholesterol;
                    110 mg sodium.
        Powered by the ESHA Research Database © 2018, ESHA Research, Inc. All Rights Reserved","Best Brownies","","10303","Chocolate Brownies","http://allrecipes.com/recipes/1562/desserts/cookies/brownies/chocolate-brownies/?internalSource=hub%20nav&referringId=838&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202"
"1519428282-15508","http://allrecipes.com/recipes/79/desserts/","Cookies","http://allrecipes.com/recipes/362/desserts/cookies/?internalSource=hub%20nav&referringId=79&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202","Brownies","http://allrecipes.com/recipes/838/desserts/cookies/brownies/?internalSource=hub%20nav&referringId=362&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202","","http://allrecipes.com/recipe/211165/pumpkin-brownies/?internalSource=hub%20recipe&referringId=1562&referringContentType=recipe%20hub","","20 m","40 m","1 h","Preheat  oven to 350 degrees F (175 degrees C). Grease an 8x8 inch baking pan. Stir the flour, baking powder, and salt together in a bowl.","","Pumpkin Brownies","","390","Chocolate Brownies","http://allrecipes.com/recipes/1562/desserts/cookies/brownies/chocolate-brownies/?internalSource=hub%20nav&referringId=838&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202"
"1519428289-15559","http://allrecipes.com/recipes/79/desserts/","Cookies","http://allrecipes.com/recipes/362/desserts/cookies/?internalSource=hub%20nav&referringId=79&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202","Brownies","http://allrecipes.com/recipes/838/desserts/cookies/brownies/?internalSource=hub%20nav&referringId=362&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202","","http://allrecipes.com/recipe/11306/chewiest-brownies/?internalSource=hub%20recipe&referringId=1562&referringContentType=recipe%20hub","2 teaspoons vanilla extract","null","null","null","","Per Serving: 
            139 calories;
                    4.8 g fat;
                    24.3 g carbohydrates;
                    1.8 g protein;
                    26 mg cholesterol;
                    58 mg sodium.
        Powered by the ESHA Research Database © 2018, ESHA Research, Inc. All Rights Reserved","Chewiest Brownies","","558","Chocolate Brownies","http://allrecipes.com/recipes/1562/desserts/cookies/brownies/chocolate-brownies/?internalSource=hub%20nav&referringId=838&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202"
"1519428293-15600","http://allrecipes.com/recipes/79/desserts/","Cookies","http://allrecipes.com/recipes/362/desserts/cookies/?internalSource=hub%20nav&referringId=79&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202","Brownies","http://allrecipes.com/recipes/838/desserts/cookies/brownies/?internalSource=hub%20nav&referringId=362&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202","","http://allrecipes.com/recipe/16607/cheesecake-brownies/?internalSource=hub%20recipe&referringId=1562&referringContentType=recipe%20hub","","15 m","20 m","45 m","","","Cheesecake Brownies","467","710","Chocolate Brownies","http://allrecipes.com/recipes/1562/desserts/cookies/brownies/chocolate-brownies/?internalSource=hub%20nav&referringId=838&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202"
"1519428308-15714","http://allrecipes.com/recipes/79/desserts/","Cookies","http://allrecipes.com/recipes/362/desserts/cookies/?internalSource=hub%20nav&referringId=79&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202","Brownies","http://allrecipes.com/recipes/838/desserts/cookies/brownies/?internalSource=hub%20nav&referringId=362&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202","","http://allrecipes.com/recipe/25112/zucchini-brownies/?internalSource=hub%20recipe&referringId=1562&referringContentType=recipe%20hub","1/2 cup unsweetened cocoa powder","15 m","30 m","45 m","","","Zucchini Brownies","","2847","Chocolate Brownies","http://allrecipes.com/recipes/1562/desserts/cookies/brownies/chocolate-brownies/?internalSource=hub%20nav&referringId=838&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202"
"1519428328-15905","http://allrecipes.com/recipes/79/desserts/","Cookies","http://allrecipes.com/recipes/362/desserts/cookies/?internalSource=hub%20nav&referringId=79&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202","Brownies","http://allrecipes.com/recipes/838/desserts/cookies/brownies/?internalSource=hub%20nav&referringId=362&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202","","http://allrecipes.com/recipe/15095/coffee-liqueur-brownies/?internalSource=staff%20pick&referringId=1562&referringContentType=recipe%20hub","1 cup semisweet chocolate chips","null","null","null","","Per Serving: 
            188 calories;
                    8.9 g fat;
                    26.5 g carbohydrates;
                    2.1 g protein;
                    43 mg cholesterol;
                    49 mg sodium.
        Powered by the ESHA Research Database © 2018, ESHA Research, Inc. All Rights Reserved","Coffee Liqueur Brownies","","30","Chocolate Brownies","http://allrecipes.com/recipes/1562/desserts/cookies/brownies/chocolate-brownies/?internalSource=hub%20nav&referringId=838&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202"
"1519428302-15667","http://allrecipes.com/recipes/79/desserts/","Cookies","http://allrecipes.com/recipes/362/desserts/cookies/?internalSource=hub%20nav&referringId=79&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202","Brownies","http://allrecipes.com/recipes/838/desserts/cookies/brownies/?internalSource=hub%20nav&referringId=362&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202","","http://allrecipes.com/recipe/11063/deep-dish-brownies/?internalSource=hub%20recipe&referringId=1562&referringContentType=recipe%20hub","","15 m","45 m","1 h","In a large bowl, blend melted butter, sugar and vanilla. Beat in eggs one at a time. Combine the flour, cocoa, baking powder and salt. Gradually blend into the egg mixture. Spread the batter into the prepared pan.","","Deep Dish Brownies","","1031","Chocolate Brownies","http://allrecipes.com/recipes/1562/desserts/cookies/brownies/chocolate-brownies/?internalSource=hub%20nav&referringId=838&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202"
"1519428308-15710","http://allrecipes.com/recipes/79/desserts/","Cookies","http://allrecipes.com/recipes/362/desserts/cookies/?internalSource=hub%20nav&referringId=79&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202","Brownies","http://allrecipes.com/recipes/838/desserts/cookies/brownies/?internalSource=hub%20nav&referringId=362&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202","","http://allrecipes.com/recipe/25112/zucchini-brownies/?internalSource=hub%20recipe&referringId=1562&referringContentType=recipe%20hub","1/2 cup vegetable oil","15 m","30 m","45 m","","","Zucchini Brownies","","2847","Chocolate Brownies","http://allrecipes.com/recipes/1562/desserts/cookies/brownies/chocolate-brownies/?internalSource=hub%20nav&referringId=838&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202"
"1519428319-15831","http://allrecipes.com/recipes/79/desserts/","Cookies","http://allrecipes.com/recipes/362/desserts/cookies/?internalSource=hub%20nav&referringId=79&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202","Brownies","http://allrecipes.com/recipes/838/desserts/cookies/brownies/?internalSource=hub%20nav&referringId=362&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202","","http://allrecipes.com/recipe/222707/chewy-brownie-cookies/?internalSource=staff%20pick&referringId=1562&referringContentType=recipe%20hub","1 1/2 cups all-purpose flour","15 m","10 m","1 h 25 m","","Per Serving: 
            199 calories;
                    10.1 g fat;
                    27.8 g carbohydrates;
                    2.1 g protein;
                    15 mg cholesterol;
                    70 mg sodium.
        Powered by the ESHA Research Database © 2018, ESHA Research, Inc. All Rights Reserved","Chewy Brownie Cookies","","144","Chocolate Brownies","http://allrecipes.com/recipes/1562/desserts/cookies/brownies/chocolate-brownies/?internalSource=hub%20nav&referringId=838&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202"
"1519428304-15685","http://allrecipes.com/recipes/79/desserts/","Cookies","http://allrecipes.com/recipes/362/desserts/cookies/?internalSource=hub%20nav&referringId=79&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202","Brownies","http://allrecipes.com/recipes/838/desserts/cookies/brownies/?internalSource=hub%20nav&referringId=362&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202","","http://allrecipes.com/recipe/10707/mmm-mmm-better-brownies/?internalSource=hub%20recipe&referringId=1562&referringContentType=recipe%20hub","","15 m","25 m","40 m","In a medium bowl, mix together the oil, sugar, and vanilla. Beat in eggs. Combine flour, cocoa, baking powder, and salt; gradually stir into the egg mixture until well blended. Stir in walnuts, if desired. Spread the batter evenly into the prepared pan.","","Mmm-Mmm Better Brownies","","1575","Chocolate Brownies","http://allrecipes.com/recipes/1562/desserts/cookies/brownies/chocolate-brownies/?internalSource=hub%20nav&referringId=838&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202"
"1519428297-15635","http://allrecipes.com/recipes/79/desserts/","Cookies","http://allrecipes.com/recipes/362/desserts/cookies/?internalSource=hub%20nav&referringId=79&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202","Brownies","http://allrecipes.com/recipes/838/desserts/cookies/brownies/?internalSource=hub%20nav&referringId=362&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202","","http://allrecipes.com/recipe/9910/one-bowl-brownies/?internalSource=hub%20recipe&referringId=1562&referringContentType=recipe%20hub","","null","null","null","","","One Bowl Brownies","558","937","Chocolate Brownies","http://allrecipes.com/recipes/1562/desserts/cookies/brownies/chocolate-brownies/?internalSource=hub%20nav&referringId=838&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202"
"1519428331-15936","http://allrecipes.com/recipes/79/desserts/","Cookies","http://allrecipes.com/recipes/362/desserts/cookies/?internalSource=hub%20nav&referringId=79&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202","Brownies","http://allrecipes.com/recipes/838/desserts/cookies/brownies/?internalSource=hub%20nav&referringId=362&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202","","http://allrecipes.com/recipe/10433/blonde-brownies-iii/?internalSource=staff%20pick&referringId=1562&referringContentType=recipe%20hub","","15 m","30 m","45 m","Bake 25 to 30 minutes in the preheated oven or until the edges begin to pull away from the sides.  Cut into small squares when cool.","Per Serving: 
            172 calories;
                    7.4 g fat;
                    25.6 g carbohydrates;
                    2.2 g protein;
                    25 mg cholesterol;
                    101 mg sodium.
        Powered by the ESHA Research Database © 2018, ESHA Research, Inc. All Rights Reserved","Blonde Brownies III","","125","Chocolate Brownies","http://allrecipes.com/recipes/1562/desserts/cookies/brownies/chocolate-brownies/?internalSource=hub%20nav&referringId=838&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202"
"1519428306-15708","http://allrecipes.com/recipes/79/desserts/","Cookies","http://allrecipes.com/recipes/362/desserts/cookies/?internalSource=hub%20nav&referringId=79&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202","Brownies","http://allrecipes.com/recipes/838/desserts/cookies/brownies/?internalSource=hub%20nav&referringId=362&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202","","http://allrecipes.com/recipe/25080/mmmmm-brownies/?internalSource=hub%20recipe&referringId=1562&referringContentType=recipe%20hub","","25 m","25 m","1 h","","Per Serving: 
            141 calories;
                    6.8 g fat;
                    20.2 g carbohydrates;
                    2 g protein;
                    27 mg cholesterol;
                    113 mg sodium.
        Powered by the ESHA Research Database © 2018, ESHA Research, Inc. All Rights Reserved","MMMMM... Brownies","65","2172","Chocolate Brownies","http://allrecipes.com/recipes/1562/desserts/cookies/brownies/chocolate-brownies/?internalSource=hub%20nav&referringId=838&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202"
"1519428297-15623","http://allrecipes.com/recipes/79/desserts/","Cookies","http://allrecipes.com/recipes/362/desserts/cookies/?internalSource=hub%20nav&referringId=79&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202","Brownies","http://allrecipes.com/recipes/838/desserts/cookies/brownies/?internalSource=hub%20nav&referringId=362&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202","","http://allrecipes.com/recipe/9910/one-bowl-brownies/?internalSource=hub%20recipe&referringId=1562&referringContentType=recipe%20hub","4 (1 ounce) squares unsweetened chocolate","null","null","null","","","One Bowl Brownies","","937","Chocolate Brownies","http://allrecipes.com/recipes/1562/desserts/cookies/brownies/chocolate-brownies/?internalSource=hub%20nav&referringId=838&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202"
"1519428324-15886","http://allrecipes.com/recipes/79/desserts/","Cookies","http://allrecipes.com/recipes/362/desserts/cookies/?internalSource=hub%20nav&referringId=79&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202","Brownies","http://allrecipes.com/recipes/838/desserts/cookies/brownies/?internalSource=hub%20nav&referringId=362&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202","","http://allrecipes.com/recipe/11266/michelles-peanut-butter-marbled-brownies/?internalSource=staff%20pick&referringId=1562&referringContentType=recipe%20hub","","20 m","40 m","1 h","","","Michelle's Peanut Butter Marbled Brownies","31","404","Chocolate Brownies","http://allrecipes.com/recipes/1562/desserts/cookies/brownies/chocolate-brownies/?internalSource=hub%20nav&referringId=838&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202"
"1519428287-15538","http://allrecipes.com/recipes/79/desserts/","Cookies","http://allrecipes.com/recipes/362/desserts/cookies/?internalSource=hub%20nav&referringId=79&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202","Brownies","http://allrecipes.com/recipes/838/desserts/cookies/brownies/?internalSource=hub%20nav&referringId=362&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202","","http://allrecipes.com/recipe/25010/absolutely-best-brownies/?internalSource=hub%20recipe&referringId=1562&referringContentType=recipe%20hub","2 eggs","5 m","25 m","30 m","","Per Serving: 
            201 calories;
                    12.1 g fat;
                    22.6 g carbohydrates;
                    2.9 g protein;
                    51 mg cholesterol;
                    181 mg sodium.
        Powered by the ESHA Research Database © 2018, ESHA Research, Inc. All Rights Reserved","Absolutely Best Brownies","","549","Chocolate Brownies","http://allrecipes.com/recipes/1562/desserts/cookies/brownies/chocolate-brownies/?internalSource=hub%20nav&referringId=838&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202"
"1519428302-15665","http://allrecipes.com/recipes/79/desserts/","Cookies","http://allrecipes.com/recipes/362/desserts/cookies/?internalSource=hub%20nav&referringId=79&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202","Brownies","http://allrecipes.com/recipes/838/desserts/cookies/brownies/?internalSource=hub%20nav&referringId=362&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202","","http://allrecipes.com/recipe/11063/deep-dish-brownies/?internalSource=hub%20recipe&referringId=1562&referringContentType=recipe%20hub","null","15 m","45 m","1 h","","","Deep Dish Brownies","","1031","Chocolate Brownies","http://allrecipes.com/recipes/1562/desserts/cookies/brownies/chocolate-brownies/?internalSource=hub%20nav&referringId=838&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202"
